Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Lorenzo Romar,PG,25,3,0,5.0,0.7,1.7,.400,0.0,0.3,.000,0.7,1.3,.500,.400,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,2.0,1984/1985,GSW,6-1,175,3,8.9,.444,.200,8.8,0.0,0.0,0.0,17.5,0.0,0.0,.043,-4.5,-4.3,0.0,3.6
Lorenzo Romar,PG,25,65,9,15.5,2.4,5.3,.460,0.1,0.5,.125,2.4,4.8,.494,.465,1.0,1.4,.722,0.3,1.1,1.4,3.0,0.8,0.1,1.0,1.2,6.0,1984/1985,MIL,6-1,175,3,14.9,.502,.092,27.1,2.7,0.5,14.0,18.8,0.9,2.4,.114,1.3,0.1,0.8,5.2
Dan Roundfield,PF,30,73,72,35.8,6.9,14.2,.485,0.0,0.2,.000,6.9,14.1,.490,.485,5.1,6.7,.770,2.8,7.1,9.9,2.5,0.8,1.0,2.8,3.0,18.9,1984/1985,ATL,6-8,205,8,18.9,.551,.011,11.4,1.2,1.7,14.1,24.1,3.5,7.1,.131,1.7,1.8,2.4,15.8
Jeff Ruland,C,25,75,75,41.1,8.0,13.8,.579,0.0,0.1,.143,8.0,13.7,.582,.579,6.2,8.5,.733,3.5,8.8,12.3,3.9,0.9,1.0,4.6,3.8,22.2,1984/1985,WSB,6-10,240,2,19.6,.633,.007,14.9,1.1,1.3,20.6,23.0,5.0,9.3,.144,2.6,1.9,3.6,17.4
Walker Russell,PG,23,16,0,7.4,0.9,2.6,.333,0.1,0.1,.500,0.8,2.5,.325,.345,0.8,0.8,.923,0.4,0.8,1.2,1.4,0.3,0.0,0.6,1.6,2.6,1984/1985,DET,6-5,195,1,9.0,.430,.048,22.1,1.6,0.0,15.9,18.3,0.0,0.1,.040,-4.1,-4.0,-0.1,8.5
Ralph Sampson,C,23,82,82,32.8,8.7,16.7,.523,0.0,0.0,.250,8.7,16.6,.524,.523,3.5,5.3,.661,3.6,7.6,11.1,2.0,0.9,2.4,3.6,4.1,21.0,1984/1985,HOU,7-4,228,R,20.1,.551,.003,8.9,1.2,4.0,15.9,27.1,1.9,6.0,.108,0.9,0.5,2.0,18.3
Mike Sanders,SF,23,50,0,11.7,1.9,4.1,.478,0.0,0.0,0,1.9,4.1,.478,.478,0.6,0.8,.690,0.8,1.3,2.1,0.9,0.5,0.2,0.9,2.0,4.5,1984/1985,PHO,6-6,210,1,10.5,.503,.000,9.8,1.9,1.2,16.6,18.6,0.0,0.6,.045,-3.2,-3.1,-0.2,10.3
DeWayne Scales,PF,25,2,0,6.5,1.5,2.5,.600,0.0,0.0,0,1.5,2.5,.600,.600,0.0,1.0,.000,0.0,1.5,1.5,0.0,0.5,0.0,1.0,0.5,3.0,1984/1985,WSB,6-8,208,2,8.4,.510,.000,0.0,3.8,0.0,25.4,25.9,-0.1,0.0,-0.131,-4.5,-4.6,0.0,13.4
Danny Schayes,C,24,82,15,17.3,2.2,4.5,.493,0.0,0.0,.000,2.2,4.5,.496,.493,2.6,3.3,.790,1.8,3.5,5.3,1.1,0.4,0.7,1.5,3.8,7.1,1984/1985,DEN,6-11,235,2,12.9,.592,.005,7.4,1.0,2.2,19.5,16.2,1.8,2.8,.095,-3.4,-2.8,-0.5,16.0
Alvin Scott,SF,28,65,5,11.3,0.8,1.9,.444,0.0,0.0,.500,0.8,1.9,.443,.448,0.9,1.1,.778,0.4,1.1,1.5,0.7,0.3,0.3,0.6,1.3,2.6,1984/1985,PHO,6-7,185,6,7.6,.536,.016,7.6,1.2,1.6,21.2,11.0,0.1,0.8,.049,-2.2,-2.5,0.0,8.0
Byron Scott,SG,22,74,49,22.1,4.5,9.3,.484,0.1,0.5,.235,4.4,8.9,.497,.490,1.5,1.9,.806,0.7,1.5,2.2,2.4,1.1,0.3,1.6,2.4,10.6,1984/1985,LAL,6-3,195,R,13.4,.525,.049,14.0,2.3,0.6,13.4,21.3,1.1,2.7,.079,-1.5,-1.5,0.2,5.7
Lonnie Shelton,PF,28,79,78,26.6,4.7,9.9,.476,0.0,0.1,.200,4.7,9.8,.478,.477,1.4,1.8,.764,1.8,3.1,4.8,2.3,1.0,0.7,2.1,3.5,10.8,1984/1985,CLE,6-8,240,7,12.6,.506,.006,12.7,1.8,1.5,16.4,20.0,0.0,2.1,.048,-1.3,-1.5,0.4,10.3
Purvis Short,SF,26,79,76,37.3,9.0,19.1,.473,0.3,0.9,.306,8.8,18.2,.482,.480,4.5,5.6,.793,2.3,3.2,5.5,3.1,1.3,0.1,2.9,3.2,22.8,1984/1985,GSW,6-7,210,5,16.9,.529,.048,13.0,1.6,0.2,11.8,25.6,4.1,6.0,.098,0.0,1.3,1.5,8.1
Jerry Sichting,PG,27,80,80,31.2,5.0,9.3,.532,0.1,0.3,.300,4.9,9.1,.539,.536,1.5,1.7,.867,0.6,1.6,2.1,5.7,1.1,0.1,1.8,2.2,11.5,1984/1985,IND,6-1,168,3,13.9,.569,.027,25.7,1.7,0.2,15.2,15.7,3.2,5.2,.099,-0.6,-0.1,0.9,3.8
Jack Sikma,C,28,82,82,36.5,7.0,14.1,.499,0.0,0.0,.000,7.0,14.1,.500,.499,5.0,5.9,.856,2.7,8.4,11.1,4.0,1.2,1.1,2.9,3.7,19.1,1984/1985,SEA,6-11,230,6,19.7,.572,.002,16.0,1.5,1.7,14.7,22.2,5.3,9.7,.156,2.9,1.7,3.7,17.3
Larry Smith,PF,26,75,63,27.9,3.3,5.8,.560,0.0,0.0,0,3.3,5.8,.560,.560,1.3,2.2,.560,3.8,5.2,9.0,1.0,0.8,0.3,1.7,3.7,7.8,1984/1985,GSW,6-8,215,3,12.1,.571,.000,4.5,1.4,0.6,19.6,11.8,1.8,4.0,.091,-2.2,-1.3,-0.1,17.5
Ricky Sobers,SG,31,81,81,32.4,6.3,13.8,.456,0.4,1.4,.261,5.9,12.4,.477,.469,2.7,3.3,.837,0.6,1.6,2.2,4.7,1.4,0.2,2.7,3.4,15.6,1984/1985,WSB,6-3,198,8,13.2,.514,.100,22.2,2.2,0.4,15.3,23.6,0.4,2.9,.053,-1.6,-1.3,0.3,4.0
Jim Spanarkel,SG,26,7,0,7.7,1.0,2.3,.438,0.1,0.3,.500,0.9,2.0,.429,.469,1.3,1.9,.692,0.7,0.3,1.0,0.7,0.9,0.0,0.6,1.1,3.4,1984/1985,DAL,6-5,190,4,16.8,.552,.125,11.9,5.4,0.0,15.6,19.9,0.1,0.2,.141,-1.9,-2.8,0.1,7.5
Rory Sparrow,PG,25,79,74,30.8,4.4,9.3,.474,0.1,0.5,.256,4.3,8.8,.486,.481,1.4,1.7,.824,0.6,1.8,2.4,6.8,1.3,0.1,2.7,2.9,10.4,1984/1985,NYK,6-2,175,3,12.4,.514,.053,31.2,2.0,0.2,20.9,17.2,1.1,4.2,.083,-0.5,-0.5,0.9,4.7
Larry Spriggs,SF,24,38,0,9.6,1.2,2.2,.537,0.0,0.1,.000,1.2,2.1,.550,.537,0.9,1.3,.720,0.4,1.2,1.6,0.8,0.3,0.1,0.9,1.4,3.3,1984/1985,LAL,6-7,230,2,9.6,.596,.024,9.7,1.5,0.6,24.6,15.3,0.1,0.5,.062,-2.9,-3.0,-0.1,9.5
Brook Steppe,SG,24,61,13,14.0,2.4,5.1,.471,0.0,0.0,.000,2.4,5.1,.476,.471,2.2,2.6,.832,0.7,1.3,2.0,1.3,0.6,0.1,1.4,1.5,7.0,1984/1985,IND,6-5,195,1,13.9,.559,.010,13.2,1.9,0.4,17.7,22.5,0.5,1.3,.074,-1.8,-1.1,0.0,7.9
Steve Stipanovich,C,23,81,73,30.0,4.8,10.1,.480,0.0,0.2,.188,4.8,9.9,.486,.482,2.3,3.0,.753,1.4,5.5,6.9,2.1,0.9,0.8,2.0,3.7,12.0,1984/1985,IND,6-11,245,R,12.6,.526,.020,9.9,1.4,1.6,14.9,18.4,0.4,3.6,.072,-1.8,-2.1,0.1,12.8
Jon Sundvold,PG,22,73,2,17.6,3.0,6.7,.445,0.1,0.5,.243,2.8,6.2,.461,.454,0.9,1.0,.889,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.1,6.9,1984/1985,SEA,6-2,170,R,12.1,.488,.076,26.4,1.1,0.0,13.5,19.4,0.5,1.2,.044,-2.7,-1.1,-0.2,4.0
Terry Teagle,SG,23,68,0,9.1,2.2,4.6,.470,0.1,0.4,.259,2.1,4.2,.490,.481,0.5,0.6,.841,0.4,0.7,1.1,0.9,0.2,0.1,0.9,1.2,5.0,1984/1985,HOU,6-5,195,1,11.8,.508,.086,14.5,1.0,0.4,15.6,25.3,-0.2,0.2,.016,-3.9,-2.0,-0.3,6.8
Reggie Theus,PG,26,31,5,19.4,3.0,7.6,.388,0.1,0.5,.200,2.9,7.2,.401,.395,2.7,3.5,.778,0.7,0.8,1.5,4.6,0.7,0.1,1.9,2.5,8.7,1984/1985,CHI,6-6,190,5,12.9,.476,.063,35.1,1.7,0.3,17.2,23.7,0.1,0.5,.043,-2.3,-0.7,0.0,4.4
David Thirdkill,SF,23,46,0,6.3,0.7,1.6,.431,0.0,0.0,.000,0.7,1.5,.437,.431,0.3,0.7,.484,0.2,0.5,0.7,0.6,0.2,0.1,0.4,1.0,1.7,1984/1985,DET,6-7,195,1,5.9,.450,.014,10.9,1.6,0.6,18.2,13.8,-0.2,0.0,.002,-4.5,-4.5,-0.2,5.7
Isiah Thomas,PG,22,82,82,36.7,8.2,17.7,.462,0.3,0.8,.338,7.9,16.9,.468,.470,4.7,6.5,.733,1.3,2.7,4.0,11.1,2.5,0.4,3.7,4.0,21.3,1984/1985,DET,6-1,180,2,20.9,.520,.045,41.5,3.1,0.6,15.4,25.4,5.7,9.1,.144,4.8,4.0,5.1,5.8
Jim Thomas,SG,23,72,15,16.9,2.6,5.6,.464,0.0,0.2,.091,2.6,5.4,.474,.465,1.1,1.5,.727,0.8,1.3,2.1,1.8,0.8,0.1,1.0,1.6,6.3,1984/1985,IND,6-3,190,R,12.1,.504,.027,14.9,2.3,0.3,13.3,17.6,0.4,1.6,.065,-1.4,-1.6,0.2,6.8
David Thompson,SG,29,19,0,18.4,4.7,8.7,.539,0.0,0.1,.000,4.7,8.6,.543,.539,3.3,3.8,.849,0.9,1.4,2.3,0.7,0.5,0.7,1.4,1.6,12.6,1984/1985,SEA,6-4,195,8,20.0,.609,.006,6.0,1.4,2.1,12.0,26.7,0.8,1.0,.144,1.6,2.1,0.4,7.2
Mychal Thompson,C,29,79,74,33.5,6.2,11.8,.524,0.0,0.0,.000,6.2,11.7,.525,.524,3.4,5.1,.667,3.0,5.7,8.7,3.9,1.1,1.4,3.0,3.0,15.7,1984/1985,POR,6-10,226,4,17.9,.561,.002,15.9,1.5,2.4,17.5,20.4,3.6,6.9,.125,2.7,1.9,3.1,15.4
Paul Thompson,SF,22,82,10,21.1,3.8,8.1,.467,0.1,0.5,.231,3.7,7.6,.482,.474,1.4,1.8,.772,1.5,2.3,3.8,1.5,0.9,0.5,0.9,2.3,9.0,1984/1985,CLE,6-6,210,R,14.9,.510,.059,10.5,2.0,1.3,9.1,19.3,2.0,3.7,.104,0.7,0.3,1.2,10.2
Sedale Threatt,PG,22,45,0,10.3,1.4,3.3,.419,0.0,0.2,.125,1.4,3.1,.436,.422,0.5,0.6,.821,0.4,0.5,0.9,0.9,0.3,0.0,0.7,1.4,3.3,1984/1985,PHI,6-2,175,R,6.6,.462,.054,12.4,1.4,0.2,17.1,17.2,-0.3,0.1,.012,-5.7,-4.8,-0.4,4.9
Darren Tillis,C,23,72,1,10.1,1.5,3.5,.425,0.0,0.0,.000,1.5,3.5,.429,.425,0.6,0.9,.651,1.0,1.5,2.6,0.3,0.2,0.8,0.7,2.4,3.6,1984/1985,GSW,6-11,215,1,9.5,.456,.008,4.4,0.8,4.6,15.3,17.7,-0.3,0.5,.030,-5.6,-5.8,-0.7,13.7
Ray Tolbert,PF,25,49,0,9.7,1.3,2.5,.529,0.0,0.0,.000,1.3,2.4,.533,.529,0.5,0.9,.511,0.9,1.1,2.0,0.5,0.2,0.4,0.5,1.8,3.1,1984/1985,DET,6-9,225,2,10.5,.536,.008,6.7,1.2,2.3,15.6,13.5,0.3,0.8,.081,-1.9,-2.2,0.0,11.0
Andrew Toney,SG,26,78,72,32.8,7.6,14.4,.527,0.2,0.5,.316,7.4,13.9,.534,.532,5.0,6.0,.839,0.7,1.7,2.5,4.8,0.9,0.3,3.8,3.2,20.4,1984/1985,PHI,6-3,178,3,17.3,.597,.034,23.7,1.3,0.5,18.3,26.3,4.2,6.4,.120,0.0,1.5,1.3,4.3
Linton Townes,SF,24,2,0,1.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1984/1985,MIL,6-7,190,1,30.3,1.000,.000,0.0,0.0,0.0,0.0,21.1,0.0,0.0,.361,-4.5,-4.6,0.0,0.0
Linton Townes,SF,24,2,0,8.5,1.5,3.5,.429,0.0,0.0,0,1.5,3.5,.429,.429,0.0,0.0,0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.5,3.0,1984/1985,SDC,6-7,190,1,9.6,.429,.000,7.9,2.8,6.4,12.5,18.7,0.0,0.0,-0.002,-3.9,-4.2,0.0,3.3
Kelly Tripucka,SF,24,76,75,32.8,7.8,17.1,.459,0.0,0.2,.118,7.8,16.8,.464,.460,5.6,6.9,.815,1.6,2.5,4.0,3.0,0.9,0.2,2.5,2.5,21.3,1984/1985,DET,6-6,220,2,16.8,.530,.013,12.8,1.2,0.4,11.1,26.5,4.1,5.7,.109,-0.3,1.3,1.1,6.5
Trent Tucker,SG,24,63,21,19.5,3.6,7.1,.500,0.1,0.3,.375,3.5,6.9,.505,.507,0.4,0.5,.758,0.7,1.4,2.1,2.2,1.0,0.1,0.9,2.0,7.6,1984/1985,NYK,6-5,193,1,13.6,.518,.036,16.8,2.5,0.4,10.4,17.6,1.2,3.0,.119,1.3,-0.2,1.0,6.4
Elston Turner,SF,24,47,1,11.4,1.1,3.2,.360,0.0,0.2,.111,1.1,3.0,.376,.363,0.6,0.7,.824,0.9,1.1,2.0,1.3,0.6,0.0,0.6,0.9,2.9,1984/1985,DAL,6-5,190,2,9.9,.415,.060,13.7,2.4,0.0,15.0,15.1,-0.1,0.3,.029,-2.0,-2.1,0.0,10.1
Terry Tyler,SF,27,82,7,19.5,3.8,8.4,.453,0.0,0.2,.154,3.8,8.3,.459,.454,1.1,1.6,.712,1.3,2.2,3.5,0.9,0.8,0.7,1.0,1.8,8.8,1984/1985,DET,6-7,215,5,13.2,.482,.019,6.3,1.8,2.0,9.4,19.9,0.8,2.5,.074,-0.9,-0.8,0.4,9.5
Darnell Valentine,PG,24,68,60,27.8,3.7,8.3,.447,0.0,0.0,.000,3.7,8.2,.450,.447,2.9,3.6,.789,0.7,1.1,1.9,5.8,1.6,0.1,2.2,2.6,10.2,1984/1985,POR,6-1,183,2,13.8,.520,.005,26.6,2.7,0.2,18.2,17.4,2.1,3.7,.093,-0.2,0.0,0.9,4.0
Kiki Vandeweghe,PF,25,78,71,35.1,11.5,20.6,.558,0.1,0.4,.367,11.3,20.2,.562,.562,6.3,7.4,.852,1.1,3.7,4.8,3.1,0.7,0.6,2.0,2.4,29.4,1984/1985,DEN,6-8,220,3,23.6,.618,.019,13.1,0.8,1.0,7.7,27.8,9.7,10.3,.181,3.6,5.4,3.9,7.2
Pete Verhoeven,PF,24,43,0,7.6,1.2,2.3,.500,0.0,0.0,.000,1.2,2.3,.505,.500,0.4,0.6,.680,0.6,0.8,1.4,0.5,0.5,0.3,0.5,1.7,2.7,1984/1985,POR,6-9,215,2,12.0,.527,.010,8.0,3.2,2.0,15.9,16.3,0.2,0.7,.099,-1.2,-2.8,0.1,11.0
Jay Vincent,SF,24,61,5,23.3,4.1,9.5,.435,0.0,0.0,.000,4.1,9.5,.436,.435,2.8,3.5,.781,1.3,2.7,4.0,1.9,0.5,0.2,1.9,2.6,11.0,1984/1985,DAL,6-7,220,2,12.1,.499,.002,11.0,1.0,0.4,14.4,23.1,0.2,1.1,.038,-3.9,-2.2,-0.7,10.1
Danny Vranes,SF,25,80,72,27.2,3.2,6.2,.521,0.0,0.0,.000,3.2,6.2,.522,.521,1.9,3.0,.648,1.9,3.1,4.9,1.7,0.6,0.7,1.5,3.3,8.4,1984/1985,SEA,6-7,210,2,10.7,.559,.002,8.0,1.1,1.4,16.8,13.8,1.5,3.4,.076,-1.8,-1.9,0.1,10.3
Granville Waiters,C,23,78,8,13.3,1.6,3.1,.517,0.0,0.0,.000,1.6,3.0,.519,.517,0.4,0.7,.608,0.8,2.1,2.9,0.8,0.3,1.1,0.8,2.1,3.6,1984/1985,IND,6-11,225,R,10.4,.532,.004,7.7,1.1,4.6,20.0,12.9,-0.1,1.3,.062,-1.9,-3.7,0.0,12.1
Darrell Walker,PG,22,82,0,16.1,2.6,6.3,.417,0.0,0.2,.267,2.6,6.1,.421,.421,2.5,3.2,.791,0.9,1.1,2.0,3.5,1.5,0.2,2.4,2.5,7.9,1984/1985,NYK,6-4,180,R,15.9,.508,.029,31.1,4.6,0.7,23.4,26.1,-0.4,2.3,.083,1.8,-0.5,1.3,7.7
Foots Walker,PG,32,34,0,11.1,0.9,2.6,.356,0.1,0.1,.400,0.9,2.5,.353,.367,0.7,0.8,.889,0.2,0.7,0.9,2.4,0.6,0.1,0.9,1.1,2.6,1984/1985,NJN,6-0,184,9,9.4,.442,.056,25.9,2.5,0.5,23.3,14.0,-0.1,0.3,.043,-1.8,-2.4,0.0,4.7
Wally Walker,SF,29,58,18,10.6,2.0,4.2,.490,0.0,0.1,.333,2.0,4.1,.494,.494,0.1,0.3,.333,0.4,1.1,1.6,0.9,0.3,0.1,0.6,1.1,4.2,1984/1985,HOU,6-7,190,7,10.9,.490,.025,12.0,1.3,0.4,11.7,18.1,0.1,0.5,.041,-2.5,-2.0,-0.1,8.1
Bryan Warrick,PG,24,32,0,7.9,0.8,2.1,.409,0.0,0.1,.333,0.8,2.0,.413,.417,0.3,0.5,.500,0.2,0.5,0.7,1.3,0.3,0.1,0.6,1.2,2.0,1984/1985,WSB,6-5,195,1,6.9,.431,.045,23.1,1.7,0.7,21.5,15.6,-0.3,0.0,-0.008,-4.1,-4.4,-0.1,5.0
Marvin Webster,C,31,76,5,17.0,1.5,3.1,.469,0.0,0.0,0,1.5,3.1,.469,.469,0.9,1.5,.564,1.9,2.9,4.8,0.7,0.4,1.3,1.1,2.5,3.8,1984/1985,NYK,7-1,225,8,10.7,.499,.000,5.4,1.3,4.7,22.6,12.1,-0.1,2.5,.091,-0.3,-2.4,0.5,17.2
Scott Wedman,SF,31,68,5,13.5,2.2,4.9,.444,0.0,0.2,.154,2.1,4.7,.456,.447,0.4,0.5,.829,0.6,1.4,2.0,1.0,0.4,0.1,0.6,1.6,4.8,1984/1985,BOS,6-7,215,9,9.9,.469,.039,9.8,1.4,0.4,11.0,17.6,0.1,1.2,.065,-2.6,-2.5,-0.1,8.6
Brant Weidner,PF,23,8,0,4.8,0.3,1.1,.222,0.0,0.0,0,0.3,1.1,.222,.222,0.5,0.5,1.000,0.5,0.9,1.4,0.0,0.0,0.3,0.3,0.6,1.0,1984/1985,SAS,6-9,230,R,5.4,.372,.000,0.0,0.0,2.7,15.7,13.0,0.0,0.0,-0.014,-4.9,-4.4,-0.1,15.4
Mark West,C,23,34,0,5.9,0.4,1.2,.357,0.0,0.0,0,0.4,1.2,.357,.357,0.2,0.6,.318,0.6,0.8,1.4,0.4,0.0,0.4,0.4,1.6,1.1,1984/1985,DAL,6-10,230,R,4.1,.358,.000,7.7,0.2,4.2,18.8,13.1,-0.3,-0.1,-0.023,-6.3,-6.7,-0.3,13.2
Paul Westphal,SG,33,59,2,14.7,2.4,5.3,.460,0.1,0.4,.269,2.3,4.9,.477,.471,2.0,2.4,.824,0.1,0.6,0.7,2.5,0.7,0.1,1.3,1.2,7.0,1984/1985,PHO,6-4,195,11,14.6,.549,.083,22.4,2.2,0.4,17.0,21.5,0.9,1.5,.086,-0.9,-0.1,0.2,2.9
Ennis Whatley,PG,21,80,73,27.0,3.3,7.0,.469,0.0,0.0,.000,3.3,6.9,.471,.469,1.8,2.5,.730,0.8,1.7,2.5,8.3,1.5,0.2,3.4,2.8,8.4,1984/1985,CHI,6-3,177,R,13.5,.519,.004,43.4,2.7,0.5,29.4,17.5,-0.3,1.9,.043,-0.6,-0.2,0.8,5.2
Rory White,SF,24,22,2,14.0,3.1,6.5,.479,0.0,0.0,0,3.1,6.5,.479,.479,1.1,1.9,.571,1.4,1.5,2.8,0.6,0.6,0.1,0.8,1.1,7.4,1984/1985,PHO,6-8,210,1,15.3,.499,.000,6.4,2.0,0.4,10.0,24.0,0.2,0.5,.071,-2.0,-0.5,0.0,11.8
Rory White,SF,24,8,0,5.6,0.9,2.1,.412,0.0,0.0,0,0.9,2.1,.412,.412,0.3,0.6,.400,0.6,0.4,1.0,0.1,0.3,0.1,0.6,0.4,2.0,1984/1985,MIL,6-8,210,1,7.1,.417,.000,3.1,2.2,1.3,20.7,22.7,-0.1,-0.1,-0.062,-4.6,-4.1,0.0,10.1
Rory White,SF,24,6,0,3.2,0.7,1.5,.444,0.0,0.0,0,0.7,1.5,.444,.444,0.0,0.0,0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,0.5,1.3,1984/1985,SDC,6-8,210,1,7.6,.444,.000,0.0,0.0,0.0,10.0,21.0,0.0,0.0,-0.020,-4.9,-4.4,0.0,11.9
Mitchell Wiggins,SG,24,82,40,25.9,4.9,10.9,.448,0.1,0.4,.241,4.8,10.5,.455,.452,2.6,3.5,.742,1.7,2.3,4.0,2.3,1.3,0.1,1.7,3.4,12.4,1984/1985,CHI,6-4,185,R,13.7,.501,.033,13.8,2.4,0.3,12.0,22.5,1.1,3.3,.076,-1.1,-1.3,0.5,8.9
Jamaal Wilkes,SF,30,75,74,33.4,7.2,14.1,.514,0.0,0.1,.250,7.2,14.0,.516,.515,2.8,3.7,.743,1.7,2.8,4.5,2.9,1.0,0.5,1.8,2.7,17.3,1984/1985,LAL,6-6,190,9,15.4,.549,.008,11.3,1.3,0.9,10.4,21.1,4.0,6.0,.115,-0.3,0.6,1.1,7.7
Dominique Wilkins,SF,24,81,81,36.6,8.4,17.6,.479,0.0,0.1,.000,8.4,17.5,.482,.479,4.7,6.1,.770,3.1,4.0,7.2,1.6,1.4,1.1,2.7,2.4,21.6,1984/1985,ATL,6-8,215,1,19.2,.531,.008,7.3,2.0,1.8,11.5,27.1,3.4,7.0,.113,1.6,2.2,2.7,11.2
Jeff Wilkins,C,28,81,1,21.4,3.1,6.4,.479,0.0,0.0,.000,3.1,6.4,.482,.479,1.7,2.2,.736,1.3,4.3,5.6,0.9,0.3,0.5,1.3,2.5,7.8,1984/1985,UTA,6-11,230,3,10.9,.527,.006,5.5,0.7,1.3,15.4,16.3,0.5,2.3,.065,-3.6,-2.8,-0.7,13.8
Buck Williams,PF,23,81,81,37.1,6.1,11.4,.535,0.0,0.0,.000,6.1,11.4,.537,.535,3.5,6.1,.570,4.4,8.0,12.3,1.6,1.0,1.5,2.9,3.7,15.7,1984/1985,NJN,6-8,215,2,15.8,.556,.004,5.8,1.3,2.4,17.1,18.3,2.4,7.3,.117,-0.1,0.0,1.4,19.0
Gus Williams,PG,30,80,80,35.2,7.5,16.3,.458,0.1,0.3,.160,7.4,16.0,.464,.459,3.7,5.0,.750,0.8,1.7,2.6,8.4,2.4,0.3,2.9,1.9,18.7,1984/1985,SEA,6-2,175,7,18.9,.506,.019,36.2,3.2,0.5,13.5,25.2,3.0,5.9,.101,2.7,2.4,3.4,4.1
Herb Williams,C,25,69,53,33.0,6.0,12.5,.478,0.0,0.1,.000,6.0,12.4,.480,.478,3.0,4.3,.702,2.2,5.8,8.0,3.1,0.9,1.6,3.0,2.8,14.9,1984/1985,IND,6-10,242,2,14.8,.520,.005,13.7,1.2,2.7,17.3,21.7,-0.3,2.8,.059,-0.4,-0.8,0.9,13.4
Kevin Williams,SG,22,19,0,10.5,1.3,3.1,.431,0.0,0.1,.000,1.3,3.0,.439,.431,1.3,1.7,.781,0.2,0.5,0.7,2.3,0.4,0.2,1.2,2.2,3.9,1984/1985,SAS,6-2,175,R,9.9,.520,.017,25.2,1.8,1.0,23.4,18.2,0.0,0.1,.026,-3.6,-3.3,-0.1,3.5
Ray Williams,SG,29,76,63,29.3,5.5,12.4,.445,0.3,1.1,.309,5.2,11.3,.458,.458,3.5,4.2,.827,0.9,2.6,3.5,5.9,2.1,0.3,2.9,3.6,14.8,1984/1985,NYK,6-3,188,6,17.4,.521,.086,30.3,3.5,0.7,16.9,24.3,2.1,6.2,.132,3.1,1.0,2.9,7.3
Rob Williams,PG,22,79,66,24.4,3.9,8.5,.461,0.2,0.6,.319,3.7,7.9,.471,.472,2.2,2.6,.818,0.7,1.8,2.5,5.9,1.1,0.1,2.1,3.4,10.2,1984/1985,DEN,6-2,175,1,13.3,.527,.070,29.0,1.9,0.1,18.1,18.3,1.6,2.2,.056,-2.4,-1.0,-0.2,5.3
Sam Williams,PF,24,7,0,8.4,1.6,3.7,.423,0.0,0.0,0,1.6,3.7,.423,.423,0.9,1.0,.857,0.6,1.3,1.9,0.3,0.9,0.4,0.4,0.9,4.0,1984/1985,GSW,6-8,210,2,17.7,.481,.000,4.8,4.7,2.9,9.4,21.2,0.0,0.1,.117,-1.9,-2.7,0.1,12.0
Sam Williams,PF,24,70,12,19.6,2.8,5.8,.477,0.0,0.0,.000,2.8,5.8,.478,.477,1.2,1.9,.647,1.7,3.0,4.7,0.9,0.9,1.5,1.4,2.9,6.7,1984/1985,PHI,6-8,210,2,13.0,.509,.002,6.2,2.2,4.3,17.2,16.8,0.1,2.6,.090,-0.7,-2.5,0.4,13.5
Sly Williams,SF,26,13,1,19.8,2.6,8.8,.298,0.1,0.7,.111,2.5,8.1,.314,.303,2.8,3.5,.783,1.5,2.4,3.8,1.2,1.1,0.1,1.4,2.5,8.1,1984/1985,ATL,6-7,210,4,9.3,.391,.079,9.1,2.7,0.2,11.8,25.5,-0.5,-0.1,-0.021,-4.9,-4.1,-0.2,11.1
Bill Willoughby,SF,26,67,2,14.0,1.9,3.9,.481,0.0,0.1,.000,1.9,3.7,.494,.481,0.8,0.9,.873,1.1,1.8,2.9,0.8,0.3,0.4,0.8,1.6,4.5,1984/1985,NJN,6-8,205,7,11.2,.530,.027,7.7,1.1,1.5,15.6,14.4,0.7,1.8,.092,-1.0,-1.1,0.2,11.8
Michael Wilson,PG,24,6,0,4.3,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.2,0.3,.500,0.2,0.0,0.2,0.5,0.0,0.0,0.5,0.8,0.2,1984/1985,WSB,6-4,175,R,-5.5,.174,.500,13.7,0.0,0.0,51.0,9.7,-0.1,-0.1,-0.159,-5.7,-5.2,-0.1,2.2
Randy Wittman,SG,24,78,1,13.7,2.1,4.1,.503,0.0,0.1,.400,2.0,4.0,.505,.506,0.4,0.6,.609,0.2,0.7,0.9,0.9,0.2,0.0,0.4,1.1,4.5,1984/1985,ATL,6-6,210,R,9.3,.517,.016,10.0,0.8,0.0,8.6,14.9,0.6,1.2,.054,-3.0,-2.0,-0.3,3.8
