Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Al Wood,SG,25,81,81,27.6,5.8,11.7,.494,0.0,0.3,.143,5.7,11.4,.502,.496,2.8,3.3,.823,1.2,2.2,3.4,2.0,0.8,0.4,1.6,2.6,14.3,1984/1985,SEA,6-6,193,2,14.9,.545,.022,11.2,1.4,0.8,10.6,22.1,2.7,4.4,.094,-0.9,-0.2,0.6,7.0
Orlando Woolridge,SF,24,75,74,33.9,7.6,14.5,.525,0.0,0.0,.500,7.6,14.5,.525,.525,4.0,5.7,.715,1.7,3.2,4.9,1.8,0.9,0.8,2.5,3.4,19.3,1984/1985,CHI,6-9,215,2,15.9,.567,.002,8.9,1.3,1.4,12.9,23.8,3.0,5.3,.100,0.1,0.7,1.4,8.3
James Worthy,PF,22,82,53,29.5,6.0,10.9,.556,0.0,0.1,.000,6.0,10.8,.560,.556,2.4,3.1,.759,1.9,4.4,6.3,2.5,0.9,0.9,2.2,3.0,14.5,1984/1985,LAL,6-9,225,1,16.5,.591,.007,11.1,1.5,1.6,15.3,19.7,3.8,6.5,.129,0.9,0.7,1.8,12.0
Kareem Abdul-Jabbar,C,35,79,79,32.3,9.1,15.5,.588,0.0,0.0,.000,9.1,15.5,.589,.588,3.5,4.7,.749,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8,1983/1984,LAL,7-2,225,13,23.6,.619,.002,10.8,1.1,3.5,12.6,24.6,8.0,10.9,.205,4.5,4.0,4.2,12.8
Alvan Adams,C,28,80,75,30.6,6.0,12.3,.486,0.0,0.0,.333,6.0,12.2,.487,.487,2.3,2.7,.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,1983/1984,PHO,6-9,210,7,16.8,.527,.003,21.8,2.2,1.7,18.4,22.0,2.0,6.5,.128,2.5,0.8,2.8,12.4
Mark Aguirre,SF,23,81,75,34.4,9.5,19.6,.483,0.2,0.9,.211,9.3,18.7,.496,.488,5.3,7.3,.728,2.4,3.9,6.3,4.1,1.0,0.3,3.2,3.0,24.4,1983/1984,DAL,6-6,232,1,20.5,.535,.048,18.2,1.3,0.5,12.4,30.0,5.9,6.9,.118,1.7,3.6,2.6,9.8
Danny Ainge,SG,23,80,76,25.6,4.5,9.0,.496,0.1,0.4,.172,4.4,8.6,.509,.499,0.9,1.2,.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9,1983/1984,BOS,6-5,185,1,13.2,.519,.040,16.1,2.5,0.2,11.4,16.5,2.8,5.2,.121,0.2,-1.0,1.2,5.6
Dwight Anderson,PG,22,5,0,6.6,1.4,2.8,.500,0.0,0.0,0,1.4,2.8,.500,.500,1.4,2.0,.700,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2,1983/1984,DEN,6-3,185,R,10.6,.571,.000,11.5,1.3,0.0,21.4,26.2,0.0,0.0,.001,-4.8,-4.3,0.0,3.1
J.J. Anderson,SF,22,13,0,3.7,0.6,1.7,.364,0.0,0.1,.000,0.6,1.6,.381,.364,0.1,0.2,.333,0.3,0.6,0.9,0.1,0.1,0.0,0.4,0.5,1.3,1983/1984,PHI,6-8,195,R,3.9,.364,.045,2.8,1.0,0.0,17.7,23.4,-0.1,-0.1,-0.082,-5.9,-5.1,-0.1,13.2
J.J. Anderson,SF,22,52,2,22.2,3.5,6.9,.510,0.0,0.1,.000,3.5,6.8,.514,.510,1.9,3.3,.576,2.2,3.2,5.4,1.3,1.2,0.4,1.4,2.8,8.9,1983/1984,UTA,6-8,195,R,14.2,.535,.008,7.8,2.4,0.9,14.6,17.2,1.0,2.4,.101,-0.7,-0.8,0.4,12.5
Tiny Archibald,PG,34,66,19,27.4,3.6,8.4,.425,0.1,0.4,.208,3.5,8.0,.435,.429,3.3,4.5,.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5,1983/1984,BOS,6-1,150,11,12.3,.509,.043,28.0,1.0,0.1,19.3,18.3,1.7,2.9,.077,-2.0,0.0,0.0,2.7
John Bagley,PG,22,68,3,14.6,2.4,5.5,.432,0.0,0.2,.000,2.4,5.3,.448,.432,0.9,1.2,.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.1,5.7,1983/1984,CLE,6-0,185,R,11.7,.471,.038,25.5,2.7,0.3,22.4,22.4,-1.1,-0.2,-0.011,-2.7,-2.3,-0.2,5.5
James Bailey,PF,25,6,0,8.3,1.5,3.0,.500,0.0,0.0,0,1.5,3.0,.500,.500,0.3,0.3,1.000,0.5,0.5,1.0,0.3,0.2,0.2,1.0,2.5,3.3,1983/1984,NJN,6-9,220,3,5.0,.530,.000,5.6,0.9,1.2,24.1,19.6,0.0,0.0,.018,-5.0,-4.9,-0.1,6.8
James Bailey,PF,25,69,39,24.9,5.4,11.0,.497,0.0,0.0,.000,5.4,10.9,.498,.497,3.2,4.6,.700,2.4,4.3,6.8,0.9,0.6,0.9,2.8,3.7,14.1,1983/1984,HOU,6-9,220,3,16.0,.544,.001,6.0,1.2,1.9,17.5,25.3,0.6,2.0,.056,-2.6,-1.3,-0.2,14.6
Greg Ballard,SF,28,78,78,36.4,7.7,16.3,.473,0.2,0.5,.351,7.6,15.9,.477,.478,2.3,3.0,.781,1.6,4.9,6.5,3.4,1.7,0.3,2.0,2.3,18.0,1983/1984,WSB,6-7,215,5,16.8,.509,.029,14.8,2.3,0.5,10.2,22.4,2.8,7.9,.133,2.5,0.8,3.2,9.9
Gene Banks,PF,23,81,81,33.6,6.2,11.3,.550,0.0,0.1,.000,6.2,11.3,.553,.550,2.4,3.4,.705,2.7,4.8,7.6,3.4,1.0,0.3,2.1,2.8,14.9,1983/1984,SAS,6-7,215,1,16.7,.579,.005,13.7,1.3,0.4,14.1,17.7,5.9,7.9,.140,1.7,2.2,2.5,12.3
Billy Ray Bates,SG,26,15,3,18.5,3.5,8.6,.411,0.1,0.3,.400,3.4,8.3,.411,.419,0.7,1.3,.500,0.7,0.5,1.2,0.9,0.9,0.2,0.8,1.2,7.9,1983/1984,WSB,6-4,210,3,9.9,.428,.039,7.9,2.3,0.6,8.0,22.4,-0.2,0.1,.023,-2.5,-2.9,0.0,3.6
Billy Ray Bates,SG,26,4,0,6.8,0.5,4.0,.125,0.0,0.0,0,0.5,4.0,.125,.125,0.3,0.5,.500,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.3,1983/1984,LAL,6-4,210,3,-7.3,.148,.000,0.0,1.7,0.0,0.0,24.7,-0.2,-0.2,-0.287,-6.8,-5.6,-0.1,2.1
Dave Batton,C,26,54,5,10.3,1.6,3.5,.445,0.0,0.1,.000,1.6,3.5,.452,.445,0.1,0.3,.471,0.8,1.4,2.2,0.5,0.3,0.2,0.5,1.0,3.3,1983/1984,WSB,6-10,240,R,10.4,.448,.016,7.6,1.3,1.3,12.4,16.8,-0.2,0.7,.062,-1.8,-2.5,0.0,11.8
Kent Benson,C,28,21,15,28.5,4.0,8.7,.467,0.0,0.0,.000,4.0,8.6,.470,.467,1.8,2.4,.760,2.5,4.9,7.4,2.3,0.7,0.8,1.7,2.9,9.9,1983/1984,DET,6-10,235,5,13.2,.510,.005,10.6,1.1,1.5,14.6,15.4,0.6,1.1,.092,-0.6,-0.5,0.2,13.5
Larry Bird,PF,26,79,79,37.7,9.5,18.7,.504,0.3,1.0,.286,9.2,17.8,.516,.512,4.4,5.3,.840,2.4,8.6,11.0,5.8,1.9,0.9,3.0,2.5,23.6,1983/1984,BOS,6-9,220,3,24.1,.561,.052,22.4,2.3,1.3,12.6,25.0,8.4,14.0,.225,7.5,5.4,7.2,15.7
Otis Birdsong,SG,27,62,54,30.4,6.9,13.5,.511,0.0,0.1,.333,6.8,13.4,.512,.512,1.3,2.3,.566,0.9,1.6,2.4,3.9,1.4,0.3,1.8,2.5,15.1,1983/1984,NJN,6-3,190,5,15.1,.521,.007,19.1,2.1,0.5,11.3,21.1,2.6,5.2,.132,1.0,0.4,1.4,4.5
Rolando Blackman,SG,23,75,62,31.3,6.8,13.9,.492,0.0,0.2,.200,6.8,13.7,.497,.494,4.0,5.1,.780,1.4,2.5,3.9,2.5,0.5,0.4,1.6,1.5,17.7,1983/1984,DAL,6-6,190,1,17.0,.548,.014,11.1,0.7,0.7,8.9,22.3,5.5,5.7,.116,0.4,2.5,1.4,6.7
Charles Bradley,SG,23,51,5,10.4,1.4,3.5,.392,0.0,0.1,.000,1.4,3.4,.399,.392,0.9,1.8,.511,0.6,0.9,1.5,0.5,0.6,0.5,0.8,1.6,3.6,1983/1984,BOS,6-5,215,1,8.7,.427,.017,6.5,2.8,2.8,16.3,19.0,-0.6,0.2,.020,-2.6,-4.1,-0.1,7.9
Dudley Bradley,SG,25,58,11,11.8,1.4,2.7,.516,0.0,0.1,.200,1.4,2.7,.526,.519,0.6,0.8,.800,0.5,1.3,1.8,1.8,0.8,0.2,1.0,1.6,3.5,1983/1984,CHI,6-6,195,3,12.6,.562,.031,20.2,3.2,0.8,24.8,13.5,0.4,1.1,.077,0.6,-1.6,0.4,8.2
Brad Branson,PF,24,62,2,11.0,2.1,5.0,.425,0.0,0.0,.000,2.1,5.0,.427,.425,1.2,1.7,.704,1.2,1.6,2.8,0.7,0.4,0.4,0.7,1.3,5.5,1983/1984,IND,6-10,220,1,16.0,.475,.003,9.1,1.8,2.1,11.2,23.1,0.5,1.0,.071,-1.6,-0.3,0.1,13.7
Mike Bratz,PG,27,15,0,9.3,0.9,2.8,.333,0.1,0.5,.125,0.9,2.3,.382,.345,0.7,0.9,.769,0.2,1.1,1.3,1.5,0.5,0.0,0.9,1.3,2.6,1983/1984,CHI,6-2,185,5,7.0,.409,.190,20.8,2.3,0.0,22.7,17.0,-0.2,-0.1,-0.031,-4.6,-4.5,-0.1,7.3
Ron Brewer,SG,27,21,18,26.8,4.7,11.7,.400,0.0,0.1,.000,4.7,11.5,.405,.400,2.1,2.4,.863,0.4,1.3,1.8,1.3,1.0,0.3,1.2,1.3,11.4,1983/1984,CLE,6-4,180,4,10.8,.449,.012,7.4,1.7,0.6,8.5,21.8,-0.1,0.2,.020,-3.1,-2.4,-0.2,3.7
Ron Brewer,SG,27,53,34,26.4,4.6,10.6,.438,0.1,0.3,.467,4.5,10.3,.437,.444,1.8,2.2,.824,0.9,1.1,2.0,1.3,1.3,0.4,1.4,1.8,11.3,1983/1984,GSW,6-4,180,4,11.8,.486,.027,6.6,2.3,0.8,10.5,19.2,0.7,1.3,.045,-2.0,-1.4,0.0,4.1
Junior Bridgeman,SF,29,70,5,26.5,6.0,12.2,.492,0.0,0.2,.077,6.0,12.0,.498,.492,2.3,2.8,.837,0.6,2.9,3.5,3.0,0.6,0.1,1.7,2.2,14.4,1983/1984,MIL,6-5,210,7,16.1,.534,.015,17.1,1.0,0.3,11.5,23.7,2.7,4.8,.125,0.1,0.8,1.0,7.3
Allan Bristow,SF,31,37,0,10.0,1.2,2.7,.444,0.2,0.4,.462,1.0,2.3,.442,.475,0.3,0.4,.714,0.6,0.9,1.6,1.9,0.2,0.0,0.8,1.2,2.8,1983/1984,DAL,6-7,210,9,10.2,.494,.131,23.2,0.8,0.1,22.8,14.5,0.2,0.2,.030,-2.0,-0.7,0.0,8.6
Fred Brown,PG,34,80,1,17.9,4.6,8.9,.520,0.2,0.4,.438,4.5,8.5,.523,.529,0.7,0.9,.806,0.4,0.8,1.2,3.0,0.7,0.2,1.4,1.2,10.2,1983/1984,SEA,6-3,182,11,17.7,.546,.045,26.0,1.9,0.5,12.9,23.9,2.3,3.6,.120,1.6,2.0,1.3,3.6
Rickey Brown,C,24,50,7,14.9,2.4,4.9,.482,0.0,0.0,.000,2.4,4.9,.486,.482,0.8,1.3,.615,1.1,2.4,3.6,0.3,0.2,0.4,1.2,2.5,5.5,1983/1984,GSW,6-10,215,2,9.1,.504,.008,2.8,0.5,1.6,18.0,17.6,-0.2,0.2,.016,-6.0,-4.2,-0.8,13.0
Rickey Brown,C,24,26,0,11.7,1.9,4.0,.471,0.0,0.0,.000,1.9,4.0,.476,.471,1.0,1.5,.625,1.3,2.0,3.4,0.3,0.2,0.2,0.8,1.8,4.7,1983/1984,ATL,6-10,215,2,12.4,.506,.010,4.3,0.8,0.9,15.3,19.6,0.1,0.5,.077,-3.8,-2.6,-0.1,15.3
Joe Bryant,SF,28,81,56,25.4,4.2,9.5,.448,0.1,0.4,.222,4.1,9.0,.459,.453,1.4,2.0,.703,1.1,2.3,3.4,2.3,1.0,0.4,2.2,3.2,10.0,1983/1984,HOU,6-9,185,7,10.4,.483,.047,13.3,1.9,0.8,17.4,19.8,-1.2,0.0,-0.001,-3.5,-3.0,-0.8,7.2
Quinn Buckner,SG,28,72,56,21.7,3.4,7.8,.442,0.0,0.1,.000,3.4,7.7,.445,.442,1.0,1.6,.632,0.9,1.7,2.6,3.8,1.5,0.1,2.2,2.7,7.9,1983/1984,BOS,6-3,190,6,11.5,.465,.007,22.6,3.2,0.2,20.6,19.3,-0.7,1.6,.048,-1.4,-2.6,0.2,6.4
Don Buse,PG,32,41,1,15.7,1.8,4.4,.396,0.2,0.9,.257,1.5,3.6,.429,.420,1.0,1.1,.891,0.5,0.9,1.3,2.8,1.1,0.0,0.6,1.5,4.7,1983/1984,POR,6-4,190,10,13.8,.480,.192,23.4,3.3,0.2,11.0,14.4,0.9,1.7,.124,1.5,-0.2,0.6,4.7
Marty Byrnes,SF,26,80,12,18.0,2.0,4.7,.420,0.1,0.3,.231,1.9,4.4,.434,.428,0.9,1.2,.747,0.9,1.5,2.4,2.2,0.5,0.1,0.9,1.9,4.9,1983/1984,IND,6-7,215,3,9.6,.470,.070,15.1,1.3,0.2,14.9,13.4,0.8,1.0,.034,-2.9,-1.8,-0.3,7.2
Kenny Carr,PF,27,82,26,28.4,4.4,8.7,.505,0.0,0.1,.333,4.4,8.7,.506,.506,3.1,4.5,.697,2.2,5.0,7.2,1.4,0.8,0.5,2.3,3.7,12.0,1983/1984,POR,6-7,220,5,13.7,.559,.008,6.9,1.3,1.0,17.4,18.5,2.3,5.1,.106,-1.5,-1.0,0.3,14.2
M.L. Carr,SF,32,77,0,11.5,1.8,4.1,.429,0.0,0.2,.158,1.7,3.8,.446,.433,0.8,1.1,.741,0.7,1.1,1.8,0.9,0.6,0.1,1.0,1.8,4.3,1983/1984,BOS,6-6,205,7,9.7,.475,.060,10.3,2.5,0.6,18.4,19.1,-0.4,0.8,.046,-2.9,-3.6,-0.2,8.3
Joe Barry Carroll,C,24,79,79,37.8,9.9,19.4,.513,0.0,0.0,.000,9.9,19.3,.514,.513,4.3,5.9,.719,2.8,5.9,8.7,2.1,1.4,2.0,3.6,3.3,24.1,1983/1984,GSW,7-0,225,2,20.1,.549,.002,8.6,1.7,2.9,14.1,26.5,4.3,7.0,.113,1.5,1.9,2.6,12.5
Butch Carter,SG,24,81,28,21.2,4.4,8.7,.501,0.2,0.6,.333,4.2,8.1,.515,.513,1.5,1.9,.805,0.8,1.1,1.9,2.4,1.0,0.2,1.5,2.6,10.5,1983/1984,IND,6-5,180,2,14.9,.549,.072,15.5,2.1,0.4,13.2,20.4,2.6,3.0,.085,-1.0,-0.1,0.4,4.7
Bill Cartwright,C,25,82,82,30.1,5.5,9.8,.566,0.0,0.0,0,5.5,9.8,.566,.566,4.6,6.2,.744,2.3,4.9,7.2,1.7,0.5,1.5,2.5,3.8,15.7,1983/1984,NYK,7-1,245,3,19.0,.627,.000,8.6,0.8,3.2,16.5,21.3,5.7,10.1,.197,2.8,1.3,3.0,14.0
Harvey Catchings,C,31,74,33,21.0,1.2,2.7,.457,0.0,0.0,0,1.2,2.7,.457,.457,0.8,1.2,.674,1.8,3.7,5.5,1.0,0.4,2.0,1.1,3.0,3.3,1983/1984,MIL,6-9,218,8,9.8,.510,.000,6.0,0.8,5.3,25.9,8.5,0.3,3.1,.096,0.1,-2.6,0.8,14.4
Maurice Cheeks,PG,26,79,79,31.2,5.1,9.4,.542,0.0,0.1,.167,5.1,9.4,.545,.543,2.3,3.0,.754,0.7,2.0,2.6,6.9,2.3,0.4,2.3,2.3,12.5,1983/1984,PHI,6-1,180,4,18.6,.582,.008,29.6,3.5,0.7,17.4,16.6,5.6,9.4,.183,4.7,2.4,4.2,4.5
Don Collins,SF,24,65,21,24.2,5.1,9.8,.523,0.0,0.1,.000,5.1,9.7,.528,.523,1.6,2.1,.743,1.8,1.4,3.2,2.0,1.3,0.5,2.2,2.6,11.8,1983/1984,WSB,6-6,190,2,15.5,.550,.009,13.4,2.7,1.1,17.4,22.1,1.0,3.5,.108,1.8,0.1,1.5,7.4
Lester Conner,PG,23,75,10,18.9,1.9,4.0,.479,0.0,0.1,.000,1.9,4.0,.485,.479,1.1,1.5,.699,0.9,2.0,2.9,3.4,1.5,0.1,1.3,1.9,4.9,1983/1984,GSW,6-4,180,R,14.0,.523,.013,21.9,3.8,0.3,21.9,12.5,1.2,2.7,.092,1.5,-0.7,1.3,8.4
Darwin Cook,PG,24,82,47,32.0,5.4,12.0,.449,0.1,0.5,.211,5.3,11.6,.459,.453,2.3,3.0,.769,0.9,2.0,2.9,5.5,2.4,0.6,2.9,2.6,13.2,1983/1984,NJN,6-3,184,2,14.3,.494,.039,23.6,3.4,1.1,17.9,19.9,1.3,6.0,.110,1.7,-0.4,2.4,5.2
Jeff Cook,PF,26,45,2,12.2,1.4,3.2,.430,0.0,0.0,.000,1.4,3.1,.436,.430,0.9,1.2,.759,1.0,1.9,2.9,1.3,0.3,0.3,1.2,2.0,3.6,1983/1984,PHO,6-10,215,3,9.0,.492,.014,13.3,1.0,1.3,25.3,16.4,-0.2,0.6,.052,-3.1,-3.6,-0.1,12.9
Jeff Cook,PF,26,30,20,26.1,2.9,5.4,.537,0.0,0.0,.000,2.9,5.4,.540,.537,1.3,1.7,.760,2.5,4.4,6.9,1.5,0.9,0.6,1.6,3.1,7.1,1983/1984,CLE,6-10,215,3,12.9,.576,.006,7.9,1.7,1.3,21.0,12.5,0.7,1.6,.095,0.0,-0.9,0.4,15.0
Joe Cooper,C,25,2,0,5.5,0.5,2.0,.250,0.0,0.0,0,0.5,2.0,.250,.250,0.0,0.0,0,1.0,0.0,1.0,0.0,0.5,0.5,1.5,1.5,1.0,1983/1984,LAL,6-10,230,1,-5.7,.250,.000,0.0,4.2,4.8,42.9,25.1,-0.1,-0.1,-0.329,-5.5,-5.3,0.0,10.1
Joe Cooper,C,25,5,0,9.4,1.0,1.8,.556,0.0,0.0,0,1.0,1.8,.556,.556,1.0,1.8,.556,0.8,1.8,2.6,0.4,0.0,0.0,1.2,1.4,3.0,1983/1984,WSB,6-10,230,1,7.2,.579,.000,5.8,0.0,0.0,31.6,16.7,0.0,0.0,.023,-4.4,-4.3,0.0,15.3
Joe Cooper,C,25,13,4,21.2,2.4,4.5,.525,0.0,0.0,0,2.4,4.5,.525,.525,0.8,1.5,.550,2.8,2.7,5.5,1.2,0.6,1.5,1.8,3.0,5.6,1983/1984,SDC,6-10,230,1,11.6,.538,.000,6.8,1.4,4.0,25.3,12.8,0.1,0.2,.043,-2.1,-2.1,0.0,14.7
Michael Cooper,SG,26,82,3,26.2,3.2,6.1,.535,0.1,0.3,.238,3.2,5.8,.548,.540,1.2,1.6,.785,1.0,2.3,3.3,3.8,1.4,0.6,1.6,2.5,7.8,1983/1984,LAL,6-7,170,4,13.5,.577,.042,16.7,2.5,1.2,18.8,12.5,3.1,5.2,.116,1.9,0.4,2.1,7.1
Wayne Cooper,C,26,80,60,26.2,4.0,9.0,.443,0.0,0.1,.000,4.0,9.0,.446,.443,1.7,2.5,.685,2.7,5.0,7.6,1.5,0.3,1.7,2.0,4.0,9.7,1983/1984,POR,6-10,220,4,12.4,.479,.007,7.6,0.6,3.6,16.7,18.8,0.1,2.9,.067,-2.6,-2.6,-0.3,16.3
Dave Corzine,C,26,82,71,30.4,5.6,11.2,.497,0.0,0.0,.000,5.6,11.2,.498,.497,2.8,3.9,.720,3.0,5.8,8.7,1.9,0.6,1.3,2.8,3.0,14.0,1983/1984,CHI,6-11,250,4,15.1,.540,.002,8.7,0.9,2.3,17.7,20.0,1.9,4.0,.076,-1.0,-0.3,0.6,15.4
Dave Cowens,PF,34,40,34,25.4,3.4,7.7,.444,0.0,0.1,.000,3.4,7.6,.447,.444,1.3,1.6,.825,1.8,5.0,6.9,2.1,0.8,0.4,1.1,3.4,8.1,1983/1984,MIL,6-9,230,10,12.6,.485,.007,10.9,1.4,0.8,11.6,15.4,0.9,2.6,.123,-0.4,-1.2,0.4,14.8
Chubby Cox,SG,27,7,0,11.1,1.9,5.3,.351,0.0,0.3,.000,1.9,5.0,.371,.351,0.4,0.9,.500,1.0,0.4,1.4,0.9,0.0,0.1,1.3,2.3,4.1,1983/1984,WSB,6-2,180,R,1.6,.366,.054,11.5,0.0,0.7,18.5,25.9,-0.3,-0.2,-0.127,-6.6,-5.4,-0.2,7.1
Charlie Criss,PG,34,66,0,14.0,2.6,5.7,.451,0.1,0.5,.194,2.5,5.2,.474,.459,1.0,1.2,.895,0.2,1.0,1.2,1.9,0.4,0.0,0.7,0.7,6.2,1983/1984,MIL,5-8,165,5,14.5,.504,.083,19.8,1.4,0.0,9.7,20.3,1.3,2.2,.113,-0.2,0.3,0.4,4.7
Geoff Crompton,C,27,14,0,10.6,1.0,2.4,.412,0.0,0.0,0,1.0,2.4,.412,.412,0.2,0.4,.600,1.3,2.1,3.4,0.5,0.2,0.4,0.4,1.8,2.2,1983/1984,SAS,6-11,280,3,9.7,.428,.000,5.6,0.9,1.8,12.1,11.1,0.1,0.2,.078,-2.9,-2.6,0.0,17.7
Pat Cummings,C,26,81,71,28.6,5.3,10.8,.493,0.0,0.0,.000,5.3,10.8,.494,.493,1.8,2.4,.755,2.8,5.5,8.2,1.8,0.7,0.4,2.0,3.7,12.5,1983/1984,DAL,6-9,230,3,14.6,.526,.001,8.4,1.1,0.8,14.4,19.2,2.5,4.0,.084,-1.7,-0.4,0.2,15.5
Earl Cureton,C,25,73,3,13.5,1.5,3.5,.419,0.0,0.0,0,1.5,3.5,.419,.419,0.5,0.9,.493,1.2,2.5,3.7,0.6,0.5,0.3,1.0,2.0,3.4,1983/1984,PHI,6-9,210,2,8.1,.433,.000,5.5,1.8,1.3,20.9,14.6,-0.9,0.8,.041,-3.2,-4.0,-0.3,14.4
Quintin Dailey,SG,22,76,32,27.4,6.2,13.3,.466,0.1,0.3,.200,6.1,12.9,.473,.469,2.7,3.7,.730,1.1,2.3,3.4,3.7,0.9,0.1,2.7,3.3,15.1,1983/1984,CHI,6-3,180,R,14.1,.508,.025,20.3,1.6,0.3,15.3,24.8,1.3,2.1,.049,-2.1,-0.7,-0.1,6.7
Adrian Dantley,SF,27,22,22,40.3,10.6,18.3,.580,0.0,0.0,0,10.6,18.3,.580,.580,9.5,11.3,.847,2.6,3.7,6.4,4.8,0.9,0.0,3.7,2.8,30.7,1983/1984,UTA,6-5,208,6,24.4,.661,.000,18.8,1.0,0.0,13.7,26.1,3.8,4.3,.232,4.8,6.0,1.5,8.0
Brad Davis,PG,27,79,78,29.4,4.5,7.9,.572,0.1,0.5,.256,4.4,7.4,.595,.580,2.4,2.8,.845,0.4,2.1,2.5,7.2,1.0,0.1,1.8,2.2,11.6,1983/1984,DAL,6-3,180,5,17.9,.631,.068,31.3,1.6,0.3,16.5,14.8,6.8,7.3,.152,2.0,2.8,2.3,4.6
Charles Davis,SF,24,74,10,15.7,3.4,7.2,.470,0.0,0.1,.200,3.4,7.1,.475,.472,0.8,1.2,.629,1.1,1.8,2.9,1.0,0.4,0.3,1.2,1.6,7.6,1983/1984,WSB,6-7,215,1,13.1,.489,.019,10.2,1.3,1.1,13.7,23.7,-0.3,1.5,.061,-1.4,-1.5,0.2,10.2
Johnny Davis,SG,27,53,33,27.6,4.9,10.7,.455,0.1,0.3,.278,4.8,10.4,.461,.459,3.1,3.9,.796,0.7,1.7,2.4,5.9,0.8,0.1,2.2,1.9,12.9,1983/1984,ATL,6-2,170,6,16.8,.521,.032,32.0,1.4,0.3,14.8,21.9,2.3,3.5,.113,0.9,1.8,1.1,4.6
Mike Davis,PF,26,8,0,3.5,0.5,1.3,.400,0.0,0.0,0,0.5,1.3,.400,.400,0.8,1.3,.600,0.4,0.9,1.3,0.0,0.0,0.5,0.0,0.5,1.8,1983/1984,NYK,6-10,230,R,21.1,.486,.000,0.0,0.0,8.8,0.0,21.9,0.1,0.1,.235,-3.0,-3.4,0.0,20.9
Walter Davis,SG,28,80,79,31.1,8.3,16.1,.516,0.1,0.3,.304,8.2,15.8,.520,.519,2.3,2.8,.818,0.8,1.7,2.5,5.0,1.5,0.2,2.4,2.3,19.0,1983/1984,PHO,6-6,193,5,19.1,.548,.018,25.1,2.2,0.3,11.9,25.8,4.9,8.1,.156,2.3,2.3,2.7,4.4
Darryl Dawkins,C,26,81,81,25.8,5.0,8.3,.599,0.0,0.0,0,5.0,8.3,.599,.599,2.0,3.2,.646,1.6,3.6,5.2,1.4,0.8,1.9,3.5,4.7,12.0,1983/1984,NJN,6-11,251,7,13.2,.619,.000,7.8,1.5,4.2,26.4,20.0,0.0,4.0,.092,-0.8,-2.9,0.6,11.3
Coby Dietrick,C,34,8,0,4.3,0.1,0.6,.200,0.0,0.0,0,0.1,0.6,.200,.200,0.0,0.3,.000,0.3,0.8,1.0,0.8,0.1,0.0,0.1,0.8,0.3,1983/1984,SAS,6-10,220,12,4.9,.170,.000,19.5,1.4,0.0,14.5,8.1,0.0,0.0,-0.004,-3.8,-4.1,0.0,12.8
James Donaldson,C,25,82,11,21.8,3.5,6.0,.583,0.0,0.0,0,3.5,6.0,.583,.583,1.8,2.7,.688,1.6,4.5,6.1,1.2,0.2,1.2,1.6,2.1,8.9,1983/1984,SEA,7-2,275,2,15.6,.615,.000,7.3,0.5,3.0,18.2,16.2,2.5,5.1,.138,0.9,0.0,1.3,14.9
John Drew,SF,28,44,33,27.4,7.2,15.3,.474,0.0,0.1,.000,7.2,15.1,.477,.474,6.7,8.9,.755,2.2,3.1,5.3,2.2,0.8,0.2,3.1,3.5,21.2,1983/1984,UTA,6-6,205,8,19.6,.552,.007,12.8,1.3,0.3,13.8,31.7,2.1,3.0,.119,-0.3,1.8,0.5,9.9
Terry Duerod,SG,26,5,0,9.8,1.8,3.8,.474,0.0,0.0,0,1.8,3.8,.474,.474,0.0,0.0,0,0.0,0.6,0.6,1.0,0.4,0.2,1.8,1.0,3.6,1983/1984,GSW,6-2,180,3,4.2,.474,.000,13.9,1.9,1.1,32.1,22.4,-0.2,-0.2,-0.149,-5.0,-4.5,-0.1,3.3
Mike Dunleavy,PG,28,79,9,20.5,2.7,6.5,.418,0.8,2.5,.345,1.8,4.0,.462,.483,1.5,1.9,.779,0.2,1.5,1.7,5.5,0.9,0.1,2.0,2.7,7.8,1983/1984,SAS,6-3,180,6,14.0,.530,.380,33.6,2.1,0.1,21.7,18.2,2.1,3.1,.093,-0.3,0.7,0.7,4.5
T.R. Dunn,SG,27,82,80,32.2,3.1,6.4,.482,0.0,0.0,.000,3.1,6.4,.483,.482,1.5,2.0,.730,2.8,4.7,7.5,2.3,1.8,0.3,1.4,2.7,7.6,1983/1984,DEN,6-4,192,5,11.4,.524,.002,7.9,2.4,0.5,15.9,10.0,2.6,4.4,.079,0.1,-0.1,1.4,11.8
