Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Ken Bannister,PF,24,NYK,75,50,18.7,2.8,5.9,.470,0.0,0.0,,2.8,5.9,.470,.470,1.2,2.6,.474,1.4,3.0,4.4,0.5,0.5,0.5,1.9,3.7,6.8,1985/1986
Charles Barkley*,PF,21,PHI,82,60,28.6,5.2,9.5,.545,0.0,0.1,.167,5.2,9.5,.548,.546,3.6,4.9,.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0,1985/1986
Kent Benson,C,30,DET,72,35,19.5,2.8,5.5,.506,0.0,0.0,.000,2.8,5.5,.510,.506,1.1,1.3,.809,1.4,3.1,4.5,1.3,0.7,0.6,0.9,2.9,6.6,1985/1986
Larry Bird*,SF,28,BOS,80,77,39.5,11.5,22.0,.522,0.7,1.6,.427,10.8,20.4,.529,.538,5.0,5.7,.882,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7,1985/1986
Otis Birdsong,SG,29,NJN,56,45,32.9,8.8,17.3,.511,0.1,0.4,.190,8.8,16.9,.518,.513,2.9,4.6,.622,1.1,1.6,2.6,4.1,1.5,0.1,2.1,2.6,20.6,1985/1986
Rolando Blackman,SG,25,DAL,81,80,35.0,7.7,15.2,.508,0.1,0.2,.300,7.6,14.9,.512,.511,4.2,5.1,.828,1.3,2.4,3.7,3.6,0.8,0.2,2.0,1.2,19.7,1985/1986
Cory Blackwell,SF,21,SEA,60,0,9.2,1.5,4.0,.367,0.0,0.0,.000,1.5,3.9,.370,.367,0.5,0.9,.509,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0.9,3.4,1985/1986
Sam Bowie,C,23,POR,76,62,29.2,3.9,7.3,.537,0.0,0.0,,3.9,7.3,.537,.537,2.1,3.0,.711,2.7,5.9,8.6,2.8,0.7,2.7,2.3,3.7,10.0,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Dudley Bradley,SG,27,WSB,73,24,16.9,1.9,4.1,.475,0.3,0.9,.313,1.7,3.2,.519,.508,0.7,1.1,.684,0.5,1.4,1.8,2.4,1.3,0.3,1.2,2.1,4.9,1985/1986
Mike Bratz,PG,29,GSW,56,6,13.3,1.9,4.5,.424,0.1,0.5,.231,1.8,4.0,.446,.436,1.2,1.5,.841,0.2,0.8,1.0,2.2,0.8,0.1,1.0,1.4,5.1,1985/1986
Randy Breuer,C,24,MIL,78,0,13.9,2.1,4.1,.511,0.0,0.0,,2.1,4.1,.511,.511,1.1,1.6,.701,1.2,2.1,3.3,0.5,0.3,1.1,0.8,2.3,5.3,1985/1986
Ron Brewer,SG,29,TOT,20,0,16.3,3.1,5.9,.525,0.0,0.1,.000,3.1,5.8,.534,.525,1.2,1.3,.920,0.5,0.6,1.1,0.9,0.3,0.3,0.5,1.2,7.4,1985/1986
Ron Brewer,SG,29,SAS,9,0,9.0,1.4,3.8,.382,0.0,0.0,,1.4,3.8,.382,.382,0.8,0.8,1.000,0.1,0.2,0.3,0.7,0.1,0.1,0.4,0.9,3.7,1985/1986
Ron Brewer,SG,29,NJN,11,0,22.3,4.5,7.6,.583,0.0,0.2,.000,4.5,7.5,.598,.583,1.5,1.6,.889,0.7,0.9,1.6,1.0,0.5,0.5,0.5,1.4,10.4,1985/1986
Frank Brickowski,C,25,SEA,78,9,14.3,1.9,3.9,.492,0.0,0.1,.000,1.9,3.9,.498,.492,1.1,1.6,.669,1.0,2.4,3.3,1.3,0.4,0.2,1.3,2.2,4.9,1985/1986
Junior Bridgeman,SF,31,LAC,80,15,25.5,5.8,12.4,.465,0.2,0.5,.359,5.6,11.9,.469,.472,2.3,2.6,.879,0.7,2.2,2.9,2.1,0.6,0.2,1.5,1.6,13.9,1985/1986
Rickey Brown,C,26,ATL,69,5,11.8,1.1,2.8,.406,0.0,0.0,,1.1,2.8,.406,.406,0.6,1.0,.574,1.1,2.1,3.2,0.4,0.3,0.3,0.7,1.7,2.8,1985/1986
Tony Brown,SF,24,IND,82,26,19.3,2.6,5.7,.460,0.0,0.1,.000,2.6,5.6,.466,.460,1.4,2.1,.678,1.8,1.7,3.5,1.9,0.7,0.1,1.4,2.6,6.6,1985/1986
Wallace Bryant,C,25,DAL,56,35,15.4,1.2,2.6,.453,0.0,0.0,,1.2,2.6,.453,.453,0.5,0.8,.682,1.3,3.0,4.3,1.5,0.4,0.4,0.8,2.0,2.9,1985/1986
Quinn Buckner,PG,30,BOS,75,6,11.4,1.0,2.6,.383,0.0,0.0,.000,1.0,2.6,.385,.383,0.4,0.7,.640,0.3,0.8,1.2,2.0,0.8,0.0,0.9,1.9,2.4,1985/1986
Steve Burtt,SG,22,GSW,47,0,8.9,1.5,4.0,.383,0.0,0.0,.000,1.5,4.0,.385,.383,1.1,1.6,.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2,1985/1986
Don Buse,PG,34,KCK,65,14,14.4,1.3,3.1,.404,0.5,1.3,.356,0.8,1.8,.440,.480,0.4,0.5,.767,0.3,0.6,0.9,3.1,0.6,0.0,0.7,1.2,3.4,1985/1986
Michael Cage,PF,23,LAC,75,41,21.5,2.9,5.3,.543,0.0,0.0,,2.9,5.3,.543,.543,1.3,1.8,.737,1.7,3.5,5.2,0.7,0.5,0.4,1.1,2.2,7.1,1985/1986
Tony Campbell,SF,22,DET,56,0,11.2,2.3,4.7,.496,0.0,0.0,.000,2.3,4.7,.498,.496,1.0,1.3,.800,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1.9,5.6,1985/1986
Rick Carlisle,SG,25,BOS,38,0,4.7,0.7,1.8,.388,0.0,0.1,.000,0.7,1.7,.400,.388,0.4,0.4,.882,0.2,0.3,0.6,0.7,0.1,0.0,0.5,0.6,1.8,1985/1986
Antoine Carr,PF,23,ATL,62,15,19.3,3.2,6.0,.528,0.0,0.1,.333,3.2,6.0,.531,.531,1.6,2.1,.789,1.3,2.5,3.7,1.3,0.5,1.3,1.7,3.5,8.0,1985/1986
Kenny Carr,PF,29,POR,48,30,23.3,4.0,7.6,.523,0.0,0.1,.000,4.0,7.5,.528,.523,2.5,3.4,.720,1.9,4.9,6.7,1.2,0.5,0.4,2.1,2.9,10.4,1985/1986
M.L. Carr,SF,34,BOS,47,0,8.4,1.3,3.2,.416,0.2,0.5,.391,1.1,2.7,.421,.446,0.4,0.4,1.000,0.4,0.5,0.9,0.5,0.4,0.1,0.5,0.9,3.2,1985/1986
Butch Carter,SG,26,NYK,69,11,18.5,3.1,6.9,.450,0.2,0.6,.256,2.9,6.3,.469,.461,1.6,1.9,.813,0.5,0.9,1.4,2.4,0.8,0.1,1.6,2.2,7.9,1985/1986
Howard Carter,SG,23,DAL,11,0,6.0,0.4,2.1,.174,0.0,0.3,.000,0.4,1.8,.200,.174,0.1,0.1,1.000,0.1,0.2,0.3,0.4,0.1,0.0,0.7,0.4,0.8,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Harvey Catchings,C,33,LAC,70,14,15.0,1.0,2.1,.483,0.0,0.0,.000,1.0,2.1,.486,.483,0.8,1.3,.663,1.3,2.5,3.7,0.2,0.2,0.8,0.8,2.3,2.9,1985/1986
Ron Cavenall,C,25,NYK,53,2,12.3,0.5,1.6,.326,0.0,0.0,,0.5,1.6,.326,.326,0.4,0.7,.564,1.0,2.1,3.1,0.4,0.2,0.8,0.8,2.3,1.5,1985/1986
Tom Chambers,PF,25,SEA,81,60,36.1,7.8,16.1,.483,0.1,0.3,.273,7.7,15.8,.487,.485,5.9,7.0,.832,2.0,5.1,7.1,2.6,0.9,0.7,3.2,3.9,21.5,1985/1986
Maurice Cheeks*,PG,28,PHI,78,78,33.5,5.4,9.5,.570,0.1,0.3,.231,5.3,9.2,.582,.574,2.2,2.6,.879,0.7,2.1,2.8,6.4,2.2,0.3,2.0,2.4,13.1,1985/1986
Carlos Clark,SG,24,BOS,62,3,9.1,1.0,2.5,.421,0.0,0.1,.000,1.0,2.4,.435,.421,0.7,0.9,.774,0.5,0.6,1.1,0.8,0.6,0.0,0.7,1.1,2.7,1985/1986
Don Collins,SG,26,WSB,11,0,8.3,1.1,3.1,.353,0.0,0.0,,1.1,3.1,.353,.353,0.7,0.8,.889,0.9,0.8,1.7,0.6,0.6,0.4,0.7,0.5,2.9,1985/1986
Steve Colter,PG,22,POR,78,22,18.7,2.8,6.1,.453,0.3,0.9,.351,2.4,5.2,.471,.480,1.3,1.7,.754,0.5,1.4,1.9,3.1,1.0,0.1,1.4,1.8,7.1,1985/1986
Lester Conner,PG,25,GSW,79,49,28.6,3.1,6.9,.451,0.1,0.3,.200,3.1,6.7,.460,.454,1.8,2.4,.750,1.1,2.0,3.1,4.7,2.0,0.2,1.7,1.7,8.1,1985/1986
Darwin Cook,PG,26,NJN,58,9,18.3,3.7,7.8,.468,0.0,0.4,.087,3.6,7.4,.488,.470,0.8,0.9,.870,0.4,1.2,1.6,2.8,1.3,0.2,1.3,1.7,8.2,1985/1986
Jeff Cook,PF,28,TOT,72,5,17.9,1.9,3.9,.495,0.0,0.0,.000,1.9,3.9,.496,.495,0.7,0.9,.734,1.7,2.7,4.4,0.9,0.4,0.3,0.7,2.8,4.5,1985/1986
Jeff Cook,PF,28,CLE,18,3,24.4,2.6,5.8,.438,0.0,0.1,.000,2.6,5.8,.442,.438,0.9,1.5,.630,2.3,3.5,5.8,1.3,0.3,0.5,0.9,2.9,6.1,1985/1986
Jeff Cook,PF,28,SAS,54,2,15.7,1.7,3.2,.529,0.0,0.0,,1.7,3.2,.529,.529,0.6,0.7,.811,1.5,2.4,3.9,0.7,0.5,0.3,0.6,2.8,4.0,1985/1986
Joe Cooper,C,27,SEA,3,1,15.0,2.3,5.0,.467,0.0,0.0,,2.3,5.0,.467,.467,1.0,2.0,.500,1.0,2.0,3.0,0.7,0.7,0.3,0.0,2.3,5.7,1985/1986
Michael Cooper,SG,28,LAL,82,20,26.7,3.4,7.2,.465,0.4,1.5,.285,2.9,5.7,.513,.495,1.4,1.6,.865,0.7,2.4,3.1,5.2,1.1,0.6,1.9,2.5,8.6,1985/1986
Wayne Cooper,C,28,DEN,80,78,25.4,5.1,10.7,.472,0.0,0.0,.000,5.1,10.7,.473,.472,2.0,2.9,.685,2.9,5.0,7.9,1.1,0.4,2.5,1.9,3.8,12.1,1985/1986
Dave Corzine,C,28,CHI,82,50,25.1,3.4,6.9,.486,0.0,0.0,.000,3.4,6.9,.487,.486,1.8,2.4,.745,1.6,3.6,5.1,1.7,0.4,0.8,1.5,2.3,8.5,1985/1986
Charlie Criss,PG,36,ATL,4,2,28.8,1.8,4.3,.412,0.0,0.5,.000,1.8,3.8,.467,.412,1.0,1.5,.667,0.5,3.0,3.5,5.5,0.8,0.0,2.8,1.3,4.5,1985/1986
Pat Cummings,C,28,NYK,63,63,32.8,6.5,12.7,.514,0.0,0.1,.000,6.5,12.6,.517,.514,2.8,3.6,.780,2.2,6.0,8.2,1.7,0.8,0.3,2.6,3.9,15.8,1985/1986
Terry Cummings,PF,23,MIL,79,78,34.5,9.6,19.4,.495,0.0,0.0,.000,9.6,19.4,.496,.495,4.3,5.9,.741,3.1,6.0,9.1,2.9,1.5,0.8,2.4,3.3,23.6,1985/1986
Earl Cureton,C,27,DET,81,1,20.3,2.6,5.3,.484,0.0,0.0,.000,2.6,5.2,.487,.484,1.0,1.8,.569,2.1,3.1,5.2,1.0,0.7,0.5,1.4,2.7,6.1,1985/1986
Quintin Dailey,SG,24,CHI,79,0,26.6,6.6,14.1,.473,0.1,0.4,.233,6.6,13.7,.479,.476,2.6,3.2,.817,0.7,1.9,2.6,2.4,0.9,0.1,1.9,2.4,16.0,1985/1986
Adrian Dantley*,SF,29,UTA,55,46,35.8,9.3,17.5,.531,0.0,0.0,,9.3,17.5,.531,.531,8.0,9.9,.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Brad Davis,PG,29,DAL,82,82,31.0,3.8,7.5,.505,0.6,1.4,.409,3.2,6.1,.527,.543,1.9,2.2,.888,0.5,1.9,2.4,7.1,1.1,0.1,1.5,2.7,10.1,1985/1986
Charles Davis,SF,26,TOT,61,2,12.7,2.5,5.8,.430,0.0,0.2,.100,2.5,5.7,.439,.431,0.8,1.0,.823,1.0,1.5,2.5,0.8,0.4,0.1,0.9,1.9,5.9,1985/1986
Charles Davis,SF,26,WSB,4,0,7.0,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,.200,0.8,1.0,.750,0.5,0.5,1.0,0.3,0.3,0.0,0.5,0.8,1.8,1985/1986
Charles Davis,SF,26,MIL,57,2,13.1,2.6,6.1,.436,0.0,0.2,.100,2.6,5.9,.446,.438,0.8,1.0,.828,1.0,1.6,2.6,0.9,0.4,0.1,0.9,1.9,6.2,1985/1986
Johnny Davis,PG,29,CLE,76,30,25.3,4.4,10.4,.426,0.2,0.6,.261,4.3,9.8,.436,.434,3.4,3.9,.850,0.5,1.1,1.6,5.6,0.6,0.1,2.0,1.8,12.4,1985/1986
Walter Davis,SG,30,PHO,23,9,24.8,6.0,13.4,.450,0.1,0.4,.300,5.9,13.0,.455,.455,2.8,3.2,.877,0.3,1.3,1.5,4.3,0.8,0.0,2.2,1.8,15.0,1985/1986
Darryl Dawkins,C,28,NJN,39,30,24.9,4.9,8.7,.566,0.0,0.0,.000,4.9,8.7,.568,.566,3.7,5.2,.711,1.4,3.2,4.6,1.2,0.4,0.9,2.4,4.4,13.5,1985/1986
Darren Daye,SF,24,WSB,80,8,19.7,3.2,6.3,.512,0.0,0.1,.143,3.2,6.2,.517,.513,2.2,3.1,.715,1.2,2.2,3.4,3.0,0.7,0.2,1.7,2.1,8.7,1985/1986
James Donaldson,C,27,LAC,82,58,29.2,4.3,6.7,.637,0.0,0.0,,4.3,6.7,.637,.637,2.8,3.7,.749,2.0,6.1,8.1,0.6,0.3,1.6,2.5,2.6,11.3,1985/1986
John Drew,SF,30,UTA,19,16,24.4,5.6,13.7,.412,0.0,0.2,.000,5.6,13.5,.418,.412,4.9,6.4,.770,1.9,2.4,4.3,1.8,1.2,0.1,2.2,3.4,16.2,1985/1986
Larry Drew,PG,26,KCK,72,66,33.0,6.3,12.7,.501,0.1,0.4,.250,6.3,12.3,.508,.504,2.1,2.7,.794,0.5,1.7,2.3,6.7,1.3,0.1,2.5,2.0,14.9,1985/1986
Clyde Drexler*,SG,22,POR,80,43,31.9,7.2,14.5,.494,0.1,0.5,.216,7.1,14.1,.503,.497,2.8,3.7,.759,2.7,3.2,6.0,5.5,2.2,0.9,2.8,3.3,17.2,1985/1986
Mike Dunleavy,PG,30,MIL,19,19,22.8,3.4,7.1,.474,0.8,2.5,.340,2.5,4.6,.545,.533,1.3,1.5,.862,0.3,1.3,1.6,4.5,0.8,0.2,2.1,2.9,8.9,1985/1986
T.R. Dunn,SG,29,DEN,81,81,28.3,2.2,4.4,.489,0.0,0.0,.000,2.2,4.4,.492,.489,1.0,1.4,.724,2.1,2.7,4.8,1.9,1.7,0.2,0.8,2.6,5.4,1985/1986
Devin Durrant,SF,24,IND,59,8,12.8,1.9,4.6,.416,0.0,0.1,.000,1.9,4.6,.421,.416,1.2,1.7,.706,0.8,1.3,2.1,1.4,0.3,0.2,1.3,1.8,5.1,1985/1986
Mark Eaton,C,28,UTA,82,82,34.3,3.7,8.2,.449,0.0,0.0,,3.7,8.2,.449,.449,2.3,3.3,.712,2.5,8.8,11.3,1.5,0.4,5.6,2.5,3.8,9.7,1985/1986
Jerry Eaves,PG,25,ATL,3,0,12.3,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.7,2.0,.833,0.0,0.0,0.0,1.3,0.0,0.0,1.3,2.0,3.7,1985/1986
Kenton Edelin,SF,22,IND,10,1,14.3,0.4,1.3,.308,0.0,0.0,,0.4,1.3,.308,.308,0.3,0.8,.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1,1985/1986
Franklin Edwards,PG,25,LAC,16,0,12.4,2.3,4.1,.545,0.0,0.0,,2.3,4.1,.545,.545,1.2,1.5,.792,0.2,0.7,0.9,2.4,1.1,0.0,1.1,0.6,5.7,1985/1986
James Edwards,C,29,PHO,70,58,25.5,5.5,10.9,.501,0.0,0.0,.000,5.5,10.9,.503,.501,3.9,5.3,.746,1.4,4.2,5.5,2.2,0.4,0.7,2.3,3.4,14.9,1985/1986
Craig Ehlo,SG,23,HOU,45,0,4.2,0.8,1.5,.493,0.0,0.1,.000,0.8,1.5,.515,.493,0.4,0.7,.633,0.2,0.4,0.6,0.6,0.2,0.1,0.5,0.6,1.9,1985/1986
Dale Ellis,SF,24,DAL,72,4,18.3,3.8,8.4,.454,0.6,1.5,.385,3.2,6.9,.470,.489,1.1,1.4,.740,1.4,1.9,3.3,0.8,0.6,0.1,0.8,1.8,9.3,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Chris Engler,C,25,TOT,11,0,7.5,0.7,1.8,.400,0.0,0.0,,0.7,1.8,.400,.400,0.5,0.8,.556,1.1,1.6,2.7,0.0,0.2,0.5,0.2,0.5,1.9,1985/1986
Chris Engler,C,25,NJN,7,0,10.9,1.0,2.3,.438,0.0,0.0,,1.0,2.3,.438,.438,0.7,1.3,.556,1.4,2.4,3.9,0.0,0.3,0.6,0.1,0.6,2.7,1985/1986
Chris Engler,C,25,CHI,3,0,1.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.3,0.7,1985/1986
Chris Engler,C,25,MIL,1,0,3.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1985/1986
Alex English*,SF,31,DEN,81,81,36.1,11.6,22.4,.518,0.0,0.1,.200,11.6,22.3,.519,.518,4.7,5.7,.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9,1985/1986
Julius Erving*,SF,34,PHI,78,78,32.5,7.8,15.8,.494,0.0,0.2,.214,7.8,15.7,.497,.495,4.3,5.7,.765,2.2,3.1,5.3,3.0,1.7,1.4,2.7,2.6,20.0,1985/1986
Mike Evans,SG,29,DEN,81,0,17.7,4.0,8.2,.489,0.7,1.9,.363,3.3,6.2,.528,.532,1.4,1.6,.863,0.3,1.1,1.5,2.9,0.8,0.1,1.6,2.1,10.1,1985/1986
Kenny Fields,SF,22,MIL,51,1,10.5,1.6,3.7,.440,0.0,0.0,,1.6,3.7,.440,.440,0.5,0.7,.750,0.8,0.8,1.6,0.7,0.2,0.2,0.6,1.6,3.8,1985/1986
Vern Fleming,PG,22,IND,80,65,31.1,5.4,11.5,.470,0.0,0.1,.000,5.4,11.5,.472,.470,3.3,4.2,.767,1.9,2.2,4.0,3.1,1.2,0.1,2.5,2.9,14.1,1985/1986
Sleepy Floyd,SG,24,GSW,82,82,35.0,7.4,16.7,.445,0.5,1.7,.294,6.9,15.0,.462,.460,4.1,5.1,.810,0.8,1.7,2.5,5.0,1.6,0.5,3.1,2.8,19.5,1985/1986
Phil Ford,PG,28,HOU,25,1,11.6,0.6,1.9,.298,0.0,0.2,.000,0.6,1.7,.326,.298,0.6,0.7,.889,0.1,1.0,1.1,2.4,0.2,0.0,0.7,1.3,1.8,1985/1986
Rod Foster,PG,24,PHO,79,1,16.7,3.6,8.1,.450,0.5,1.6,.325,3.1,6.5,.480,.482,1.1,1.4,.755,0.3,0.7,1.0,2.4,0.8,0.0,1.5,2.2,8.8,1985/1986
World B. Free,SG,31,CLE,71,50,31.7,8.6,18.7,.459,1.0,2.7,.368,7.6,16.0,.474,.485,4.3,5.8,.749,0.9,2.1,3.0,4.5,1.1,0.2,2.0,2.3,22.5,1985/1986
Bill Garnett,PF,24,IND,65,13,17.3,2.3,4.8,.481,0.0,0.0,.000,2.3,4.7,.484,.481,1.8,2.7,.690,1.5,2.9,4.4,1.0,0.4,0.2,1.4,3.0,6.4,1985/1986
George Gervin*,SG,32,SAS,72,69,29.0,8.3,16.4,.508,0.0,0.1,.000,8.3,16.3,.512,.508,4.5,5.3,.844,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2,1985/1986
Artis Gilmore*,C,35,SAS,81,81,34.0,6.6,10.5,.623,0.0,0.0,.000,6.6,10.5,.624,.623,6.0,8.0,.749,2.9,7.6,10.4,1.6,0.5,2.1,3.0,3.8,19.1,1985/1986
Mike Glenn,SG,29,ATL,60,5,18.8,3.8,6.5,.588,0.0,0.0,.000,3.8,6.4,.591,.588,1.0,1.3,.816,0.3,1.0,1.4,2.0,0.5,0.0,0.9,1.2,8.6,1985/1986
Mike Gminski,C,25,NJN,81,54,29.9,4.7,10.1,.465,0.0,0.0,.000,4.7,10.1,.465,.465,3.4,4.0,.841,2.8,5.0,7.8,2.0,0.5,1.1,1.7,1.7,12.8,1985/1986
Lancaster Gordon,SG,22,LAC,63,1,10.8,1.7,4.6,.383,0.0,0.1,.222,1.7,4.4,.388,.387,0.6,0.8,.755,0.4,0.6,1.0,1.4,0.5,0.1,1.1,1.0,4.1,1985/1986
Stewart Granger,PG,23,ATL,9,1,10.2,0.7,1.9,.353,0.0,0.1,.000,0.7,1.8,.375,.353,0.4,0.9,.500,0.1,0.6,0.7,1.3,0.2,0.0,1.3,1.4,1.8,1985/1986
Butch Graves,SG,23,CLE,4,0,2.8,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,.333,0.3,1.3,.200,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3,1985/1986
Stuart Gray,C,21,IND,52,0,7.5,0.7,1.8,.380,0.0,0.0,,0.7,1.8,.380,.380,0.6,0.9,.681,0.6,1.8,2.4,0.3,0.2,0.3,1.0,1.6,2.0,1985/1986
Rickey Green,PG,30,UTA,77,77,31.6,4.9,10.4,.477,0.1,0.3,.300,4.9,10.1,.482,.481,3.0,3.5,.869,0.5,2.0,2.5,7.8,1.7,0.0,2.3,1.7,13.0,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Sidney Green,PF,24,CHI,48,1,15.4,2.3,5.2,.432,0.0,0.1,.000,2.3,5.1,.439,.432,1.6,2.0,.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,2.1,6.1,1985/1986
Dave Greenwood,PF,27,CHI,61,28,25.0,2.5,5.4,.458,0.0,0.0,.000,2.5,5.4,.459,.458,1.1,1.5,.713,1.8,4.6,6.4,1.3,0.6,0.3,1.0,3.1,6.1,1985/1986
Kevin Grevey,SF,31,MIL,78,6,15.2,2.4,5.4,.448,0.1,0.4,.242,2.3,5.0,.465,.458,1.1,1.4,.822,0.3,1.0,1.3,1.2,0.4,0.0,0.7,1.1,6.1,1985/1986
Darrell Griffith,SG,26,UTA,78,78,35.6,9.3,20.4,.457,1.2,3.3,.358,8.2,17.1,.476,.486,2.8,3.8,.725,1.6,2.8,4.4,3.1,1.7,0.4,3.2,2.3,22.6,1985/1986
Ernie Grunfeld,SF,29,NYK,69,0,15.4,2.7,5.6,.490,0.0,0.1,.250,2.7,5.4,.495,.492,1.1,1.5,.740,0.6,1.6,2.2,1.5,0.7,0.1,0.6,1.9,6.6,1985/1986
Bob Hansen,SG,24,UTA,54,4,12.0,2.0,4.2,.489,0.0,0.1,.143,2.0,4.0,.500,.491,0.7,1.3,.556,0.4,0.9,1.3,1.4,0.5,0.0,0.9,1.6,4.8,1985/1986
Bill Hanzlik,SF,27,DEN,80,1,20.9,2.8,6.5,.421,0.0,0.2,.067,2.7,6.3,.432,.422,2.3,3.0,.756,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8,1985/1986
Derek Harper,PG,23,DAL,82,1,27.0,4.0,7.7,.520,0.3,0.7,.344,3.8,7.0,.538,.536,1.4,1.9,.721,0.6,1.9,2.4,4.4,1.8,0.5,1.5,2.4,9.6,1985/1986
Scott Hastings,PF,24,ATL,64,1,12.9,1.4,2.9,.473,0.0,0.0,,1.4,2.9,.473,.473,1.0,1.3,.778,0.9,1.6,2.5,0.7,0.4,0.4,0.8,2.1,3.8,1985/1986
Steve Hayes,C,29,PHI,11,0,9.2,0.9,1.6,.556,0.0,0.0,,0.9,1.6,.556,.556,0.2,0.4,.500,1.0,2.1,3.1,0.1,0.1,0.4,0.2,1.7,2.0,1985/1986
Gerald Henderson,PG,29,SEA,79,78,33.5,5.4,11.3,.479,0.1,0.5,.237,5.3,10.8,.490,.484,2.5,3.2,.780,0.9,1.5,2.4,7.1,1.8,0.1,2.9,2.5,13.4,1985/1986
Rod Higgins,SF,25,CHI,68,5,13.9,1.8,4.0,.441,0.1,0.5,.270,1.6,3.4,.468,.459,0.9,1.3,.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,1.3,4.5,1985/1986
Roy Hinson,PF,23,CLE,76,75,30.8,6.1,12.2,.503,0.0,0.0,.000,6.1,12.1,.504,.503,3.6,4.9,.721,2.4,5.4,7.8,0.9,0.7,2.3,2.3,4.1,15.8,1985/1986
Craig Hodges,SG,24,MIL,82,63,30.4,4.4,8.9,.490,0.6,1.6,.348,3.8,7.3,.523,.523,1.3,1.6,.815,0.9,1.4,2.3,4.3,1.2,0.0,1.6,3.2,10.6,1985/1986
Lionel Hollins,PG,31,HOU,80,60,24.4,3.1,6.8,.461,0.0,0.2,.231,3.1,6.6,.467,.464,1.4,1.7,.794,0.4,1.8,2.2,5.2,1.0,0.1,2.1,2.3,7.6,1985/1986
Michael Holton,SG,23,PHO,74,59,23.8,3.5,7.8,.446,0.2,0.6,.311,3.3,7.2,.458,.458,1.3,1.6,.814,0.4,1.4,1.8,2.7,0.8,0.1,1.7,1.9,8.4,1985/1986
Phil Hubbard,SF,28,CLE,76,55,29.6,5.5,10.8,.505,0.0,0.1,.000,5.5,10.8,.507,.505,4.9,6.5,.751,2.8,3.5,6.3,1.5,1.1,0.1,2.3,3.4,15.8,1985/1986
Jay Humphries,SG,22,PHO,80,39,25.8,3.5,7.8,.446,0.1,0.3,.200,3.4,7.6,.454,.449,1.8,2.1,.829,0.4,1.7,2.1,4.4,1.3,0.1,2.1,2.6,8.8,1985/1986
Geoff Huston,PG,27,CLE,8,0,11.6,1.5,3.1,.480,0.0,0.0,,1.5,3.1,.480,.480,0.3,0.4,.667,0.0,0.1,0.1,2.9,0.0,0.0,1.0,1.0,3.3,1985/1986
Marc Iavaroni,PF,28,TOT,69,43,19.3,2.3,5.1,.458,0.0,0.1,.000,2.3,5.1,.463,.458,1.3,1.9,.680,1.4,3.0,4.4,1.7,0.5,0.5,1.7,3.1,6.0,1985/1986
